Entity,Code,Year,Researchers in R&D (per million people)
Uruguay,URY,2008,427.816
Uruguay,URY,2009,558.56146
Uruguay,URY,2010,626.6233
Uruguay,URY,2011,614.4377
Uruguay,URY,2012,632.4403
Uruguay,URY,2013,634.9126
Uruguay,URY,2014,642.85876
Uruguay,URY,2015,661.4871
Uruguay,URY,2016,679.00476
Uruguay,URY,2017,690.7908
Uruguay,URY,2018,696.3762
Uruguay,URY,2019,728.5366
Uruguay,URY,2020,767.1869
Uzbekistan,UZB,2000,662.2539
Uzbekistan,UZB,2001,614.611
Uzbekistan,UZB,2002,630.4087
Uzbekistan,UZB,2003,588.33124
Uzbekistan,UZB,2004,578.389
Uzbekistan,UZB,2005,632.7809
Uzbekistan,UZB,2006,565.66034
Uzbekistan,UZB,2007,556.9256
Uzbekistan,UZB,2008,580.4108
Uzbekistan,UZB,2009,572.98175
Uzbekistan,UZB,2010,544.959
Uzbekistan,UZB,2011,574.80054
Uzbekistan,UZB,2012,513.08325
Uzbekistan,UZB,2013,507.03864
Uzbekistan,UZB,2014,501.24255
Uzbekistan,UZB,2015,497.42065
Uzbekistan,UZB,2016,506.04688
Uzbekistan,UZB,2017,495.5728
Uzbekistan,UZB,2018,476.17883
Uzbekistan,UZB,2019,417.99826
Uzbekistan,UZB,2020,423.94196
Venezuela,VEN,2000,61.79615
Venezuela,VEN,2001,71.45039
Venezuela,VEN,2002,70.15822
Venezuela,VEN,2003,95.88432
Venezuela,VEN,2004,105.74462
Venezuela,VEN,2005,122.87928
Venezuela,VEN,2006,148.1181
Venezuela,VEN,2007,165.2622
Venezuela,VEN,2008,190.36879
Venezuela,VEN,2009,185.82991
Venezuela,VEN,2010,204.04404
Venezuela,VEN,2011,232.62357
Venezuela,VEN,2012,295.83624
Venezuela,VEN,2013,363.7885
Venezuela,VEN,2014,272.67612
Venezuela,VEN,2015,248.92104
Venezuela,VEN,2016,300.25537
Venezuela,VEN,2019,237.13145
Venezuela,VEN,2020,291.14563
Vietnam,VNM,2002,114.40569
Vietnam,VNM,2013,679.4627
Vietnam,VNM,2015,678.5605
Vietnam,VNM,2017,707.7436
Vietnam,VNM,2019,756.6909
World,OWID_WRL,2000,1073.5543
World,OWID_WRL,2005,1198.2174
World,OWID_WRL,2010,1278.8661
World,OWID_WRL,2015,1403.9191
World,OWID_WRL,2018,1591.914
Zambia,ZMB,2008,41.71683
Zimbabwe,ZWE,2012,99.5185
