,Country Name,Country Code,Population,Working Age Population Percent,Urban Population Percent,Rural Population Percent,Life Expectancy Years,Refugees by Origin,Refugees by Destination,Land Area Sq km,Forest Area Sq km,Agricultural Land Percent,Arable Land Percent,CO2 Tonnes per Capita,Low Elevation Percent,Water Percent,Irrigation Percent,Fertilizer Intensity,GDP per Capita PPP,Gini Index,Agriculture Percent GDP,Industry Percent GDP,Military Percent GDP,Energy MM BTU per Capita,Renewable Percent,Attended Births Percent,Contraceptive Percent,Diabetes Percent,HIV Prevalence Percent,Immunized DPT Percent,Immunized Measles Percent,Mortality Communicable Percent,Mortality Infant per 1K,Mortality Injury Percent,Mortality Maternal per 100K,Mortality Non-Communicable Deaths Percent,Mortality Traffic per 100K,Surgeons per 100K,Teen Fertility per 1K,Tuberculosis per 100K,Undernourished Percent
13,Ethiopia,ETH,123379924.0,57.2339347638359,22.661,77.339,64.975,149245.0,879598.0,1128571.265,15.0593059801146,34.1981062223837,14.4554451330993,0.154431771590205,0.0,8.64598360655738,0.471448509594268,42.0726786808876,2812.51313440852,35.0,37.639031070535,22.7220072535484,0.903892013953936,19.230136117445632,6.56980662963724,49.8,37.7,5.0,0.8,65.0,56.0,44.654315277746,34.3,12.086981875164,267.0,43.2587026475636,28.2,0.54,69.221,126.0,21.9
14,S. Sudan,SSD,10913164.0,53.2445014683414,20.846,79.154,54.975,2294983.0,308369.0,631930.0,11.3256215087114,44.7085911414239,3.789502001804,0.16430913651009,0.0,2.53076923076923,,0.0258445734329979,1181.93160266504,44.1,10.3550274477245,33.0945353993221,3.0210780434718,2.4761969371327788,72.2226347839002,19.4,4.0,6.5,2.1,73.0,72.0,61.3045825239178,63.8,10.7549011322041,1223.0,27.9405168965776,36.7,0.32,99.199,227.0,21.4
15,Somalia,SOM,17597511.0,50.2655119806432,47.324,52.676,55.28,790513.0,16023.0,627340.0,9.40996907578028,70.3430356744349,1.75343513884018,0.0399346532651356,3.51773871040259,54.9666666666667,,1.07110909090909,1710.96228128642,,62.7445651953775,9.51393669455694,1.52999213555444,,,31.9,6.9,6.5,0.1,42.0,46.0,61.0164601667836,71.1,9.10451274150765,621.0,29.8790260671022,27.4,0.16,117.994,246.0,48.7
16,Kenya,KEN,54027487.0,59.315518413803,29.002,70.998,61.427,7605.0,504473.0,569140.0,6.34481849808483,48.6874934111115,10.1908142109147,0.374079219355755,0.409713227470306,19.4782608695652,,60.6620689655172,5765.81949696443,38.7,21.1657169102521,17.6562235849776,1.00120092261,20.444360423598752,17.3795726114892,70.2,65.1,4.0,4.0,90.0,90.0,48.2899120809572,28.0,10.8536088765901,530.0,40.856479221944,28.3,2.35,64.185,237.0,27.8
17,Malawi,MWI,20405317.0,54.7986746493248,17.98,82.02,62.904,499.0,35162.0,94280.0,23.3315655494272,64.1705557912601,42.4268137462877,0.0846361581872504,0.0,8.40644361833953,0.533578656853726,96.7358825,1732.60411139387,38.5,21.7620875918847,18.3464047678754,0.636293160064403,,,96.4,65.6,7.3,7.7,86.0,82.0,49.647247988715,31.2,10.1643789420465,381.0,40.1883723817408,33.4,0.43,117.865,125.0,17.8
18,Tanzania,TZA,65497748.0,53.5391079400165,36.682,63.318,66.201,786.0,206229.0,885800.0,51.1131180853466,44.6163919620682,15.2432829081057,0.233945592120175,0.367999549136882,6.17142857142857,,9.25030920199963,3099.17333984375,40.5,24.2690328195345,27.6985792564661,1.092190045588,19.37904025691303,14.3806169518921,63.7,38.4,12.3,4.5,88.0,86.0,54.3369886339401,34.1,11.2818740241766,238.0,34.3811377618399,31.1,0.46,123.652,195.0,23.5
19,Syria,SYR,22125249.0,63.9047263130174,56.769,43.231,72.063,6547818.0,593844.0,183630.0,2.84310842454937,75.7685345531776,25.3804770462343,1.21480248375323,0.395647772609015,195.799214806506,7.27932602410802,3.864198667258,,37.5,27.8221469452386,28.9124894141742,4.05614173609585,21.34034127116507,97.7917814326385,96.2,53.9,14.9,0.1,46.0,41.0,10.6566129269053,18.4,14.1307249248781,30.0,75.2126624215035,14.9,,38.72,17.0,27.8
20,Somaliland,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,France,FRA,67971311.0,61.142578102636,81.509,18.491,82.3243902439024,65.0,612934.0,547557.0,31.6613612829349,52.1475462828527,32.793955697763,3.95368245187991,2.08138306935594,13.136039825,6.39495598372109,153.32363214335,55387.4645768527,30.7,1.9136506040714,16.8221115444251,1.93872341806871,146.39958314426244,46.4879708722364,97.6,78.4,5.3,0.3,96.0,94.0,6.36802803638816,3.4,6.35586909299778,8.0,87.2761033734964,5.1,58.63,9.529,7.2,2.5
22,Suriname,SUR,618040.0,66.3626412832169,66.307,33.693,70.274,26.0,25.0,156000.0,97.3336108974359,0.5,0.371794871794872,4.28507655687612,71.2830600989544,0.622121212121212,74.3589743589744,175.483275862069,17773.4839559165,57.9,8.05874032064646,44.7693260878035,,48.03545105866088,76.253495819507,98.4,39.1,12.7,1.3,77.0,74.0,11.8146625910832,15.4,9.57560006869921,96.0,78.6097363921946,15.3,,56.137,29.0,9.0
23,Guyana,GUY,808726.0,65.1092366940328,27.022,72.978,65.673,248.0,12.0,196850.0,93.5033441706884,5.29845059690119,2.13360426720853,3.47277101663067,78.4831581251732,0.599460580912863,12.280081794013,60.8884523809524,42089.900359606,45.1,10.0298359219808,67.8206416613225,0.569847554986499,26.20746813373321,0.0,97.6,29.9,11.7,1.4,98.0,95.0,17.4113260046723,23.2,12.9406666905255,112.0,69.648005383792,22.3,8.78,66.556,60.0,2.5
