,Country Name,Country Code,Population,Working Age Population Percent,Urban Population Percent,Rural Population Percent,Life Expectancy Years,Refugees by Origin,Refugees by Destination,Land Area Sq km,Forest Area Sq km,Agricultural Land Percent,Arable Land Percent,CO2 Tonnes per Capita,Low Elevation Percent,Water Percent,Irrigation Percent,Fertilizer Intensity,GDP per Capita PPP,Gini Index,Agriculture Percent GDP,Industry Percent GDP,Military Percent GDP,Energy MM BTU per Capita,Renewable Percent,Attended Births Percent,Contraceptive Percent,Diabetes Percent,HIV Prevalence Percent,Immunized DPT Percent,Immunized Measles Percent,Mortality Communicable Percent,Mortality Infant per 1K,Mortality Injury Percent,Mortality Maternal per 100K,Mortality Non-Communicable Deaths Percent,Mortality Traffic per 100K,Surgeons per 100K,Teen Fertility per 1K,Tuberculosis per 100K,Undernourished Percent
24,South Korea,KOR,51628117.0,70.9372223548877,81.427,18.573,83.5268292682927,127.0,3825.0,97600.0,64.3135245901639,16.4241803278689,13.7602459016393,10.9900295814285,2.13367182802107,45.0223592906708,,281.478034251675,50330.5381644066,31.4,1.64164716763395,31.7263012565745,2.7177456962085,214.65548256008188,81.0284758071445,100.0,82.3,6.8,,98.0,97.0,12.8287871492843,2.5,9.26079720632437,8.0,77.9104186148433,8.6,49.63,2.211,39.0,2.5
25,North Korea,PRK,26069416.0,69.3876711816699,62.916,37.084,73.284,260.0,,120410.0,49.903330288182,21.5513661656009,19.0598787476123,2.02714861876503,4.89204847762075,12.9220895522388,,18.8694640522876,,,,,,18.797691818648897,62.0519947635667,99.5,70.2,8.6,,0.0,0.0,12.7943441218335,10.1,6.80565384652683,107.0,80.4000006804435,24.2,,2.325,513.0,45.5
26,Morocco,MAR,37457971.0,65.6952183247621,64.596,35.404,74.042,10471.0,7907.0,446300.0,12.8903354246023,67.8713869594443,16.8317275375308,1.81852638730999,1.44726242907171,36.4586206896552,5.95875166026963,55.2924041533546,9547.6640625,39.5,10.3315545972734,25.4771237702589,3.90492622294501,21.9767244506586,88.4688628123422,86.6,70.8,9.1,0.1,99.0,99.0,8.9061293772705,15.4,6.9035818970584,72.0,84.1902894663775,17.0,3.66,25.936,93.0,6.3
27,W. Sahara,ESH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,Costa Rica,CRI,5180829.0,68.9846258195358,82.042,17.958,77.023,275.0,14088.0,51060.0,59.7579318448884,35.4680767724246,4.75910693301998,1.35999554957394,2.00237495832442,2.77529203539823,,595.829958847737,25237.1182028471,47.2,4.14007362099535,20.6464381115517,,40.155959069526666,49.8802727339625,99.0,70.9,8.8,0.5,95.0,90.0,7.1284953663228,6.2,10.8785114228484,22.0,81.9929907443709,14.8,25.46,37.148,10.0,3.0
29,Nicaragua,NIC,6948392.0,64.9819267537007,59.556,40.444,73.837,16145.0,312.0,120340.0,27.4848761841449,42.3051354495596,12.4896127638358,0.678252104273379,1.7969652670308,0.814941425004801,,68.7069860279441,6877.07083200217,46.2,16.7843275365567,25.9892673365243,0.52647269455043,23.391745559117577,40.6953920569917,94.1,80.4,9.3,0.3,92.0,93.0,9.45054216988521,11.4,8.90956217157595,78.0,81.6398958837988,16.9,15.47,85.648,43.0,17.8
30,Congo,COG,5970424.0,56.2284521166336,68.736,31.264,63.519,13286.0,41557.0,341500.0,64.2196193265007,31.2679355783309,1.61054172767204,1.25459166977367,0.944060135733029,0.0207207207207207,,9.74670909090909,4335.05500104993,48.9,8.04191765434346,49.2456266720644,1.84718915649027,21.074922993588682,40.4806033834923,91.2,30.1,5.5,3.8,78.0,65.0,51.9672158322426,32.0,9.45927513175737,282.0,38.5735094747127,29.7,0.22,103.633,369.0,33.3
31,Dem. Rep. Congo,COD,99010212.0,50.5420804472169,46.837,53.163,59.193,931903.0,520544.0,2267050.0,55.1614932621689,14.9524712732406,6.0342736154915,0.0325847808481787,0.012774030558603,0.0759555555555556,,2.09032383040936,1337.83414851626,42.1,17.4440879590292,47.7096144390519,0.578894366833228,14.977657993070284,5.3558141424822,85.2,28.1,5.8,0.7,65.0,56.0,56.1827809538902,62.4,9.68515364034957,547.0,34.1320653169829,34.9,0.19,108.962,317.0,35.3
32,Bhutan,BTN,782455.0,71.6030314842387,43.686,56.314,71.815,6697.0,3000.0,38140.0,71.5013109596224,13.4504457262716,2.46460409019402,1.34005431673023,0.0,0.433205128205128,,14.3121276595745,12795.351765707,28.5,15.7947790371636,31.6232758910064,,14.194737784141768,0.0,96.3,65.6,10.4,0.2,98.0,97.0,18.2109373330241,22.5,9.04574466073515,60.0,72.7433195327289,16.2,2.87,18.977,164.0,
33,Ukraine,UKR,38000000.0,65.7656897598365,69.919,30.081,69.6478048780488,5679880.0,2520.0,579400.0,16.7345529858474,71.2996202968588,56.8243010010356,3.75381618922792,1.06733382993239,17.1669691470054,1.06993294764106,78.4872737212975,12675.4365234375,25.6,8.22220569798506,19.2438569007911,33.5465729986209,92.56582338143625,75.3495057807649,99.9,65.5,5.6,0.9,73.0,74.0,3.13381595554519,7.0,5.01101815960154,17.0,91.8551649320085,10.2,86.55,15.642,90.0,4.8
34,Belarus,BLR,9228071.0,66.0397225807423,80.326,19.674,72.3706829268293,11568.0,19715.0,202950.0,43.2722345405272,40.2759300320276,27.7112589307711,5.84240729590088,0.0,3.90588235294118,0.349889894788353,169.367709815078,22550.6404444662,24.4,7.70846614482636,33.1868487882366,1.20328256808078,116.44410946492663,92.4403750165292,99.9,52.6,5.6,0.5,98.0,98.0,1.60865374337322,2.1,5.71450571457612,1.0,92.6768424325138,7.6,124.24,11.85,28.0,2.5
35,Namibia,NAM,2567012.0,59.7902425484878,53.956,46.044,59.269,312.0,4685.0,823290.0,7.97761420641572,47.142562159142,0.971711061715799,1.58804514727825,0.187784026474826,4.5762987012987,,3.72615,11531.3005163764,59.1,8.37959456248605,29.6965824662871,3.0043137723859,31.92362076477004,66.7190908320656,88.2,56.1,6.7,11.8,84.0,91.0,45.1503326089775,29.4,11.8124947057211,215.0,43.0371729362929,34.8,6.13,64.944,450.0,17.1
36,South Africa,ZAF,59893885.0,65.556213580433,68.335,31.665,62.341,778.0,66596.0,1213090.0,14.0250847010527,79.4178502831612,9.89209374407505,6.68756314737781,0.199446537696018,45.3348214285714,1.66123643306286,104.638823333333,15920.4254097241,63.0,2.83027513079543,24.677136809329,0.739893648166575,106.52287528247763,86.7914316914016,96.7,54.6,10.8,18.3,85.0,86.0,35.6803578327848,26.4,12.9895858197131,127.0,51.3300565987341,22.2,11.42,61.206,468.0,7.9
37,St-Martin,MAF,31791.0,67.1384983171338,,,80.379,,,50.0,24.8,,,,28.6791382228284,,,,,,,,,,,,,,,,,,,,,,,,14.909,,
38,Sint Maarten,SXM,42848.0,78.4402942840973,100.0,0.0,73.972,,5.0,34.0,10.8823529411765,,,,8.05550980054621,,,,49540.8645302032,,0.0764609503003823,6.02852443173825,,,,,,,,,,,,,,,,,24.994,5.2,
39,Oman,OMN,4576298.0,70.2144834099528,87.75,12.25,72.541,54.0,295.0,309500.0,0.0078620355411954,4.73738287560582,0.266914378029079,15.6362010028175,6.84452843415434,116.714285714286,7.92650489012563,328.828350078683,41738.1607783558,,1.84079692263028,56.9789700972565,5.16766661805132,240.60323626712795,99.963168651853,99.9,29.7,13.8,0.1,99.0,97.0,9.76462365102089,8.7,10.4455851006983,17.0,79.7897919025766,10.6,30.48,9.944,9.3,2.8
40,Uzbekistan,UZB,35648100.0,64.6521403667199,50.466,49.534,70.862,4324.0,13026.0,440653.0,8.43180461723851,58.3012029873846,9.11397403399046,3.37630378548758,0.0,360.489596083231,14.5247678139086,296.838793854735,9535.66969063583,35.3,23.465394778244,31.0946842977803,3.5554825523167,56.28655189100347,97.738499471809,100.0,64.9,7.0,0.2,99.0,99.0,8.20831596886303,12.6,6.6096658662414,30.0,85.1820186447499,11.7,50.43,15.859,83.0,2.5
41,Kazakhstan,KAZ,19621972.0,62.2910673565385,57.99,42.01,70.23,3660.0,308.0,2699700.0,1.29048383153684,79.1924658295366,10.9899988887654,11.2977433059429,0.0,38.2051282051282,0.854085602202849,4.44561286430264,30820.0857848623,27.8,5.24714480730074,34.9793974237581,0.509364389357752,175.84674507419348,99.1739073129022,99.9,53.0,6.6,0.3,99.0,99.0,5.12469470440264,9.1,8.19985364765381,13.0,86.6754521201012,12.7,73.15,21.877,78.0,2.5
42,Tajikistan,TJK,9952787.0,60.2581266935583,27.968,72.032,71.594,2943.0,8608.0,138790.0,3.0607392463434,35.4276244686217,6.03789898407666,0.977533024275801,0.0,16.7065868263473,11.5253203172666,90.3648210023866,4886.74399157372,34.0,22.4490805460825,35.177682602153,1.01612975491734,13.357173418526328,45.9841418625521,94.8,29.3,6.6,0.2,97.0,98.0,19.4927277240652,27.6,7.31925734409598,17.0,73.1880151836871,15.7,41.68,45.427,78.0,9.3
43,Lithuania,LTU,2831639.0,63.8801223975521,68.465,31.535,74.3390243902439,77.0,67638.0,62610.0,35.1807490816164,46.9222168982591,36.3999361124421,4.18400041504391,1.54171360273301,1.64547218628719,0.207183634633682,139.684510750329,48860.6793359785,36.0,3.97432979111786,25.7388789772772,2.52262366538611,94.6626232838521,67.9937494705635,100.0,68.6,5.8,0.2,90.0,87.0,3.41432799404597,2.7,5.43139588283383,9.0,91.1542757580292,8.1,130.92,10.377,30.0,2.5
44,Brazil,BRA,215313498.0,69.8519813653299,87.555,12.445,72.75,2744.0,67522.0,8358140.0,59.2705274977447,28.6390944636007,6.96958414192631,1.94252335631484,2.23302391070074,1.18689277512807,2.91413407542935,369.467472099176,17827.6410509892,52.9,6.81318158158736,20.6976216988322,1.05342201124086,59.09985607570347,59.1075326389753,99.1,80.2,8.8,0.6,77.0,81.0,13.7086408761723,12.9,11.5536597805284,72.0,74.7376983511031,16.0,55.47,45.2,49.0,4.7
45,Uruguay,URY,3422794.0,65.3222871902731,95.688,4.312,75.436,68.0,1115.0,175020.0,11.7243743572163,80.3885555936464,11.6021311850074,1.89971905049917,2.20275964776308,3.96963123644252,1.57144065168983,211.120808822986,28851.5401574871,40.8,7.27127564555905,17.5828121331291,1.89979653202748,55.10200152904388,46.2703078884888,100.0,77.0,9.0,0.6,94.0,96.0,7.15428871700658,5.0,7.33568967755435,19.0,85.51001841335,14.8,38.9,36.226,38.0,2.5
46,Mongolia,MNG,3398366.0,62.9242112238646,68.93,31.07,70.975,2404.0,10.0,1557507.0,9.09894465963877,72.3150521955921,0.855726491116894,6.43064533509798,0.0,1.32873563218391,0.0534163638239082,31.2577731092437,14260.3096543967,32.7,13.0278534035361,35.3122175669446,0.603063250173256,73.42086552056395,93.1993828259583,99.3,48.1,6.9,0.1,95.0,94.0,6.30956602200595,12.7,10.9744404544239,39.0,82.7159926018599,21.0,45.03,26.708,452.0,8.0
47,Russia,RUS,144236933.0,66.4978203042189,75.126,24.874,69.3612195121951,79920.0,1277672.0,16376870.0,49.7843360788722,13.1584362579663,7.42809828740168,11.2322880672434,0.963520751664424,1.50324675324675,1.97082053328631,25.3278119836579,36307.80859375,36.0,3.90141771321053,32.7935315983555,4.05631633246717,195.9998415308389,92.1428758178287,99.6,68.0,5.6,,97.0,97.0,3.9034529707424,4.1,6.79121723457985,14.0,89.3053298873847,12.0,63.12,14.988,39.0,2.5
48,Czechia,CZE,10672118.0,63.4040725802379,74.377,25.623,77.3731707317073,599.0,435212.0,77186.83,34.7066980208929,45.730560511424,32.0693957764556,8.30401749583889,0.0,10.3878326996198,0.623803578506073,148.624327616262,49194.9577860058,26.2,1.9015150934621,29.6124053398158,1.35806383214179,153.06069753706086,77.7345870580784,99.8,86.3,7.1,,94.0,97.0,5.82779134424743,2.2,4.77548092277927,3.0,89.3967236941536,5.9,124.52,9.709,4.2,2.5
49,Germany,DEU,83797985.0,63.6285982930303,77.648,22.352,80.9009756097561,157.0,2075445.0,349390.0,32.6826755201923,47.4856177910072,33.3667248633332,7.2552210281684,1.99002924234282,22.8439252336449,3.05212413377523,130.141019042717,63521.899395912,31.7,0.920163742871072,26.9021953616504,1.39005500959653,151.37728693533393,78.862551056755,96.2,80.3,6.9,0.1,91.0,97.0,4.7599854163992,3.0,4.64167927814672,4.0,90.5983327596301,3.8,108.0,7.465,5.1,2.5
50,Estonia,EST,1348840.0,63.0146252588491,69.609,30.391,76.7414634146342,40.0,40806.0,42750.0,57.0385964912281,23.0877192982456,16.374269005848,5.33839981587368,2.61109485088202,6.7108756884343,0.199401794616152,103.494285714286,46556.3855294316,30.7,2.51573755901403,24.0189188726805,2.08666579059428,165.48491897868863,13.0562153357344,99.6,75.1,6.5,,85.0,82.0,3.58259932872953,1.6,4.22251355239039,5.0,92.1948909762529,4.5,64.98,8.764,11.0,2.5
51,Latvia,LVA,1879383.0,62.5837070306611,68.54,31.46,73.2829268292683,102.0,39055.0,62230.0,54.8716053350474,31.6567571910654,21.8865498955488,3.64561216849281,10.2259175988653,1.0697225501771,0.0310719834282755,111.814977973568,39825.2634172655,35.7,5.02197734460083,21.576508769173,2.04986513456443,86.31836760638826,56.7174275733725,99.9,67.9,5.9,0.7,95.0,96.0,3.04076502411086,3.2,4.9656268353408,18.0,91.9936098302222,8.1,67.62,11.216,19.0,2.5
52,Norway,NOR,5457127.0,64.8572433822895,83.664,16.336,83.1634146341463,5.0,75311.0,364270.0,33.4581491750625,2.70403821341313,2.20715403409559,6.7250800496331,7.15075669196258,0.704476439790576,3.42597703883757,208.539800995025,114929.521014913,27.7,1.54949212517574,48.6909100961753,1.63766554089693,230.68674420514017,56.9516286499811,99.2,73.8,3.6,0.1,97.0,96.0,7.67957977902199,1.8,5.59829045075369,2.0,86.7221299287588,2.1,67.16,2.336,3.3,2.5
53,Sweden,SWE,10486941.0,62.1512118238219,88.492,11.508,83.1560975609756,23.0,277726.0,407283.54,68.6990689582005,7.37302077073873,6.22458251074915,3.24298914312747,5.12805059212315,1.45204678362573,1.68822742740622,117.125478764738,65156.9537033837,28.9,1.4649724137585,23.9544070254188,1.30746311852624,202.34075653681842,25.1170961346531,100.0,,5.0,,94.0,92.0,5.91546177237149,2.0,5.03745873904773,5.0,89.0470759204382,3.1,113.11,3.345,3.9,2.5
54,Finland,FIN,5556106.0,61.5524120355284,85.681,14.319,81.9341463414634,5.0,69553.0,303947.7,73.7264996576714,7.46181004166177,7.37955904913905,6.57014512772575,4.55613658391432,2.80373831775701,0.351648351648352,98.0842621489077,59470.1450149986,27.1,2.29224441177018,25.5638482011577,1.72168290261653,234.93213405198364,40.2079829899529,99.6,85.5,6.1,,91.0,94.0,1.42416707005328,1.8,5.6430073668987,8.0,92.9328258466129,3.9,76.3,4.159,3.9,2.5
55,Vietnam,VNM,98186856.0,68.4929044881527,38.766,61.234,73.618,17287.0,990.0,313429.0,46.9611618580284,39.4347683207361,21.6540269088055,3.67644008813984,29.6698131367695,22.7761393355962,,427.590601149256,13461.0089701732,36.8,11.8771079380377,38.2592736277217,2.28456986005062,26.3251263919328,69.8218365547114,96.1,72.8,6.1,0.3,91.0,88.0,9.30494112386208,16.4,9.32848946693106,124.0,81.3665708335802,30.6,,34.6,176.0,5.0
56,Cambodia,KHM,16767842.0,65.2454870088385,25.114,74.886,69.584,11689.0,24.0,176520.0,44.825968728756,34.552117040562,23.3409228416044,1.13758365931038,2.00470704447948,1.81094527363184,,49.5837192122393,5355.17190766502,,22.2302031991824,37.8984560220301,2.09964232456006,16.598094086201957,30.629081397544,89.0,56.3,7.3,0.6,85.0,83.0,23.0343168225405,21.3,9.24472413666233,218.0,67.7209576492285,19.6,4.2,45.453,320.0,4.8
57,Luxembourg,LUX,653103.0,69.1715861204233,91.881,8.119,82.7487804878049,5.0,11952.0,2574.46,34.4538272103664,51.5879058132579,24.2660596785345,12.4569532326913,0.0,4.78,,226.9957741068,140616.449148,33.4,0.241340659624141,10.3967225167357,0.700406724896945,259.66392562903366,80.562295207665,99.9,,5.9,0.2,99.0,99.0,5.3566112640065,2.2,6.04676085887135,6.0,88.5966262598026,4.1,80.75,4.304,8.3,2.5
58,United Arab Emirates,ARE,9441129.0,82.9388933748757,87.543,12.457,78.71,192.0,1399.0,71020.0,4.46775556181357,5.51339763446916,0.708251196845959,20.2522716801426,26.7198219315291,1587.33333333333,23.9962304772047,626.804970178926,88488.9846057784,26.0,0.823739508742875,51.464463582535,5.64365135247024,316.2640249855394,86.1283490244126,99.2,27.5,16.4,,96.0,98.0,7.09169127061723,5.4,15.8086878707137,9.0,77.0996232320676,8.9,,3.085,0.76,2.5
59,Belgium,BEL,11685814.0,63.7372908039084,98.153,1.84699999999999,81.890243902439,28.0,151408.0,30280.0,22.7642007926024,45.1013870541612,28.5878467635403,7.39813065774681,5.48301366791854,34.9916666666667,0.42648709315376,265.70662169031,65478.4469522084,26.0,0.640580545635069,20.0495339452098,1.17973708133594,185.88481986564705,75.8707843536824,99.3,66.7,3.6,,98.0,96.0,7.89790553547321,3.4,6.12096377150522,5.0,85.9811278647269,5.8,89.76,5.33,7.8,2.5
60,Georgia,GEO,3712502.0,64.1272780273292,60.297,39.703,71.694,13353.0,27839.0,69490.0,40.6159159591308,34.2480932508275,4.48985465534609,2.75470919618902,3.85225301774936,2.84486495785309,4.01750198886237,178.197064516129,20172.0764615412,34.2,5.96846185608091,21.357218760426,1.43098609970017,46.80135546056437,72.2095353380914,99.8,39.3,5.7,0.3,85.0,90.0,2.75314406500288,8.4,3.9013560135276,28.0,93.3455004497632,12.4,130.44,31.654,60.0,2.9
61,North Macedonia,MKD,2057679.0,69.0814642826693,59.118,40.882,74.5368292682927,1854.0,635.0,25220.0,39.7101506740682,49.9603489294211,16.5344964314036,3.27942018720106,0.0,29.6144444444444,6.67462450592885,50.4899040767386,20328.8526880125,33.5,8.12400044755008,22.9495056916409,1.60534290001473,50.3068892453631,79.4259146649485,100.0,59.9,6.1,,84.0,71.0,1.28361099483121,4.6,2.58451833357533,3.0,96.131870575848,5.1,61.22,16.367,11.0,3.6
62,Albania,ALB,2777689.0,67.1981982330638,63.799,36.201,76.463,20847.0,2676.0,27400.0,28.7919708029197,41.471897810219,21.8941605839416,1.54455011524574,9.15110167982407,2.92193308550186,16.5444897168956,101.428185456971,18603.4117850842,29.4,18.6228214469268,21.3944061535612,1.58488092384586,32.05769940749797,61.4218013942638,99.8,46.0,10.2,0.1,97.0,86.0,3.0231082827299,8.4,3.03599641131377,8.0,93.9408931427863,11.7,11.63,14.517,15.0,4.1
63,Azerbaijan,AZE,10141756.0,69.4120885794019,57.17,42.83,69.366,42013.0,6414.0,82650.0,13.8329909255898,57.8415003024803,25.275257108288,3.39884957289227,0.0,155.144793592113,30.7346358197716,105.594652943992,17828.6083929734,26.6,4.76455212671996,55.9361498306007,4.54596853675007,59.561905612108845,98.3659900265556,99.9,54.9,5.6,0.1,83.0,93.0,5.98818904163466,16.6,3.7636405524941,41.0,90.2481711224634,6.7,67.63,40.079,68.0,2.5
64,Kosovo,-99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
65,Turkey,TUR,84979913.0,68.1316855938385,77.022,22.978,76.032,92198.0,3568259.0,769630.0,29.0741785013578,49.4900146823798,25.8318932474046,4.8858639260833,2.58616013593939,27.1073039647577,13.6916170022841,129.527991549721,37445.1600448718,41.9,6.47692580411538,31.2937674149947,1.23348554849601,65.74173409415177,86.843187660708,97.0,69.8,14.5,,99.0,95.0,5.16531847193368,7.7,4.66807225367062,17.0,90.1666080124334,6.7,47.63,16.884,14.0,2.5
66,Spain,ESP,47778340.0,65.9370882417879,81.304,18.696,83.1780487804878,62.0,317751.0,499733.244,37.1727521093233,52.4848941208322,23.112437562789,4.2795945712141,3.9984263212818,26.0971223021583,14.7850960779743,161.051631155229,46331.6521079884,34.9,2.33834951131815,20.7946214173296,1.46603384385733,101.9613831706184,72.9555461183378,99.9,62.1,10.3,0.3,93.0,96.0,5.61044466480471,2.6,3.62210162451938,3.0,90.7674536252155,3.9,79.9,6.281,6.9,2.5
67,Laos,LAO,7529475.0,64.9030310878248,37.592,62.408,68.061,6591.0,80.0,230800.0,71.7547660311958,8.7998266897747,5.30329289428076,2.6202834413044,0.0,3.86029411764706,21.712949286066,50.8919281045752,9387.37441239891,38.8,14.8688822282276,34.1089797342112,0.189895181780941,,,64.4,56.3,6.2,0.3,80.0,76.0,25.6405037340773,34.2,9.01654868295383,126.0,65.3429480560114,17.9,3.68,73.175,138.0,4.7
68,Kyrgyzstan,KGZ,6974900.0,61.0118083926654,37.461,62.539,71.9,3287.0,274.0,191800.0,6.95318039624609,54.0464025026069,6.71220020855057,1.37997537956504,0.0,15.7510729613734,9.68831093661068,22.6464191393506,5988.60618019937,29.0,10.935950911754,22.2588601089415,1.47880865000304,25.790370997172477,75.4762189566472,99.8,39.4,6.6,0.2,90.0,94.0,10.4414310543389,15.6,7.97238903608636,50.0,81.5861780638101,12.7,50.06,34.697,130.0,4.8
69,Armenia,ARM,2780469.0,66.3739462658997,63.573,36.427,72.043,14844.0,34634.0,28470.0,11.5300316122234,58.8275377590446,15.5749912188268,2.40468376195106,0.0,41.2596588423969,9.30786591991975,203.733029633305,18965.727568415,27.9,10.3731363956122,25.2816609618458,4.31710667230517,40.59713472886882,74.5618657137382,99.8,57.1,5.6,,93.0,95.0,6.69449890981904,9.5,4.67775117531801,27.0,88.6277513245613,20.0,86.66,18.511,25.0,2.5
70,Denmark,DNK,5903037.0,63.4533248819353,88.367,11.633,81.4048780487805,8.0,67772.0,40000.0,15.7345,65.45,58.925,4.69123730751634,12.5703443745095,16.2738333333333,9.01451489686784,132.621629189648,74896.9962236765,27.5,1.17288994269624,19.656297094729,1.418960371433,111.6872173617832,64.9270894675666,95.3,76.5,5.3,0.1,97.0,95.0,6.82614009736737,3.1,3.51602038320691,5.0,89.6578412938322,3.7,68.98,1.908,4.0,2.5
71,Libya,LBY,6812341.0,66.8422352903356,81.302,18.698,71.911,17854.0,2208.0,1759540.0,0.123327687918433,8.72387101174171,0.977528217602328,6.68280547080212,6.83376098719048,817.142857142857,,14.7238488372093,23382.7324088016,,1.59721923424487,80.3080316328662,15.4795763013832,116.19808716309763,99.1112963634113,99.9,27.7,8.7,0.2,73.0,73.0,10.3928533300441,9.2,14.556827487362,72.0,75.050321329237,21.3,,6.93,59.0,8.4
72,Tunisia,TUN,12356117.0,66.1390103379565,70.214,29.786,73.772,2667.0,3299.0,155360.0,4.53308444902163,62.4388516992791,18.2241246138002,2.4086225282388,8.94186702264795,92.1096543504172,3.94247209091823,48.0488503514287,12483.6306945385,32.8,9.84134845121894,23.3042981082703,2.47677866774635,36.48366690530046,88.8703881043834,99.5,50.7,9.6,0.1,97.0,95.0,7.14455905561033,14.0,6.91074046240076,37.0,85.9446988729274,16.5,11.54,6.685,37.0,3.0
73,Romania,ROU,19047009.0,65.4390132002127,54.489,45.511,72.9609756097561,3939.0,105621.0,230080.0,30.1158292767733,56.8454450625869,37.3261474269819,3.56413750145988,0.328334085786212,15.1392166116092,2.63781634681551,107.415812761993,41259.5414075682,34.6,4.47147963599244,28.8774683836296,1.73054506592533,63.11439768629032,72.5236945744128,93.1,69.8,6.5,0.2,85.0,83.0,5.32769761915331,5.3,3.63515880942512,10.0,91.037146163309,10.3,60.53,36.376,52.0,2.5
74,Hungary,HUN,9643048.0,65.5478121849858,72.552,27.448,74.4658536585366,1953.0,35370.0,91260.0,22.4803495507342,55.2672430418584,45.3616524216524,4.59165290704788,0.0,77.8766666666667,2.19097586635305,161.810587248693,41740.9112569489,29.7,3.23756768614665,24.6059905389602,1.52573720690762,96.46590678518837,69.549793691078,99.7,61.8,7.0,,99.0,99.0,1.97689691169873,3.3,4.13719063874997,15.0,93.8859147873012,7.7,55.69,22.148,5.0,2.5
75,Slovakia,SVK,5431752.0,67.2828851414196,53.909,46.091,74.7146341463415,559.0,96563.0,48080.0,40.05615640599,38.6023294509151,27.5790349417637,5.31905480792852,0.0,4.40476190476191,1.37931034482759,134.493650075415,37457.1730219889,23.2,2.21939433290568,28.4813749776734,1.75731102032193,119.10429731492722,64.0914950988802,98.2,,5.8,0.1,97.0,95.0,5.10477524844871,4.6,6.28671780232579,5.0,88.6085086359974,6.1,53.9,26.307,2.9,2.8
76,Poland,POL,36821749.0,66.2949232026664,60.134,39.866,75.6024390243903,966.0,971129.0,306100.0,31.0192747468148,47.3683763475988,36.193270173146,7.36756337292709,1.58578229608631,16.169776119403,0.923194657019619,156.064397098592,44134.6183100063,28.8,2.84003722907454,28.0927597273997,2.38851188830618,98.74415513555202,90.2913754356553,99.7,63.2,6.8,,90.0,71.0,5.85222082210651,3.7,4.24088228218582,2.0,89.906897649352,9.4,67.86,9.653,12.0,2.5
77,Ireland,IRL,5127170.0,65.2795873312312,64.183,35.817,82.1024390243903,13.0,81256.0,68890.0,11.4097837131659,62.9554362026419,6.32893017854551,6.76822759018266,2.79860140235064,3.14448979591837,,1637.09256880734,126837.311688676,29.2,1.10755040853986,41.4855667741447,0.225109121716702,111.81653714719205,85.3428197664443,99.7,73.3,3.0,0.3,93.0,90.0,5.68459569024138,2.7,3.9095342520665,5.0,90.4058687318321,3.1,71.97,5.941,4.5,2.5
78,United Kingdom,GBR,66971395.0,63.3633950575328,84.398,15.602,80.7,237.0,328989.0,241930.0,13.2214553796553,71.1575290373248,24.8410870913074,4.60114225090135,2.74511866286226,5.80620689655172,0.413905093911878,240.939629946679,54929.8346212468,32.6,0.764233870806849,16.6819888515145,2.22718397866051,109.6213795685681,80.3517712672552,99.0,76.1,6.3,,92.0,90.0,8.1567751410004,3.7,3.68614740758269,10.0,88.1570765293416,3.2,133.3,10.541,7.6,2.5
79,Greece,GRC,10426919.0,63.308722768701,80.357,19.643,80.1829268292683,125.0,160761.0,128900.0,30.2699767261443,45.5173622963538,16.5394134988363,4.76718493701839,5.10819938614292,17.451724137931,16.362182360613,149.965078597313,37075.1124218619,33.6,3.76452239269276,16.8228635746382,3.69207449516864,86.52566506892259,82.5746351336883,99.9,61.3,6.4,0.2,99.0,97.0,12.8546065898118,3.3,3.9092271407784,8.0,83.2361672454401,8.3,163.54,8.479,2.2,2.5
80,Zambia,ZMB,20017675.0,55.3959538258064,45.761,54.239,61.223,295.0,61159.0,743390.0,60.0301501230848,32.0679589448338,5.11171794078478,0.40190271250386,0.0,1.96009975062344,,63.9045605263158,3975.60063934688,55.9,3.09401583039216,35.2838210190424,1.18630432872079,25.057513260670692,10.5633241033139,80.4,49.6,11.9,10.8,82.0,90.0,56.517852657474,40.2,8.68976437239104,135.0,34.7923815115643,20.5,1.48,117.017,295.0,29.8
81,Sierra Leone,SLE,8605718.0,57.8843276063659,43.831,56.169,60.062,6827.0,345.0,72180.0,34.8455250761984,54.7104461069548,21.9451371571072,0.127277607278142,3.53641993046461,0.132625,,2.66671717171717,1930.90072713085,35.7,60.4461134581617,6.54914028408004,0.599792940179085,,,86.9,21.2,2.1,1.4,91.0,90.0,56.6757595572297,78.3,9.24984218649174,443.0,34.0743981626212,33.0,0.13,100.905,286.0,27.8
82,Guinea,GIN,13859341.0,55.1342143589011,37.668,62.332,58.892,35303.0,2199.0,245720.0,25.0244180367898,59.5718704216181,12.6159856747518,0.34364615086247,2.34686602584341,0.393805309734513,0.650222678999657,6.85734516129032,3188.07510401313,29.6,27.3199176325348,28.8351691223231,2.03715761863678,,,55.3,10.9,2.1,1.5,47.0,47.0,57.9601248878216,63.8,8.76659121001158,553.0,33.2732838664995,29.7,,114.829,175.0,12.9
